PERSON ID;OTHER PERSON ID;SUBJECT_IN_FRAME_ID;SEQUENCE;MODE;AVG;MAX;MIN
041;006;006;01;frontal_gaze;0.997580;1.000000;0.948885
041;006;006;01;looking_around;0.999617;1.000000;0.994083
041;006;006;01;looking_around_with_occlusion;0.999248;1.000000;0.984676
041;006;006;02;frontal_gaze;0.999131;1.000000;0.989691
041;006;006;02;looking_around;0.999795;1.000000;0.991302
041;006;006;02;looking_around_with_occlusion;0.999668;1.000000;0.991738
041;006;041;01;frontal_gaze;0.983912;1.000000;0.878523
041;006;041;01;looking_around;0.989283;1.000000;0.830509
041;006;041;01;looking_around_with_occlusion;0.960704;1.000000;0.411465
041;006;041;02;frontal_gaze;0.994819;1.000000;0.850504
041;006;041;02;looking_around;0.995654;1.000000;0.955039
041;006;041;02;looking_around_with_occlusion;0.989221;1.000000;0.628203
041;007;007;01;frontal_gaze;0.991005;1.000000;0.937308
041;007;007;01;looking_around;0.996730;1.000000;0.966346
041;007;007;01;looking_around_with_occlusion;0.996066;1.000000;0.923087
041;007;007;02;frontal_gaze;0.995239;1.000000;0.977760
041;007;007;02;looking_around;0.992628;1.000000;0.883178
041;007;007;02;looking_around_with_occlusion;0.996150;1.000000;0.958666
041;007;041;01;frontal_gaze;0.998116;1.000000;0.979649
041;007;041;01;looking_around;0.993831;1.000000;0.928593
041;007;041;01;looking_around_with_occlusion;0.965591;1.000000;0.549106
041;007;041;02;frontal_gaze;0.995269;1.000000;0.919749
041;007;041;02;looking_around;0.989218;1.000000;0.867738
041;007;041;02;looking_around_with_occlusion;0.984778;1.000000;0.850850
041;009;009;01;frontal_gaze;0.980317;0.999990;0.867046
041;009;009;01;looking_around;0.959830;1.000000;0.718667
041;009;009;01;looking_around_with_occlusion;0.934956;0.999999;0.706451
041;009;009;02;frontal_gaze;0.989472;1.000000;0.731175
041;009;009;02;looking_around;0.992740;1.000000;0.875289
041;009;009;02;looking_around_with_occlusion;0.997224;1.000000;0.970157
041;009;041;01;frontal_gaze;0.975496;0.999995;0.831186
041;009;041;01;looking_around;0.936833;1.000000;0.525090
041;009;041;01;looking_around_with_occlusion;0.873849;1.000000;0.097224
041;009;041;02;frontal_gaze;0.975716;0.999998;0.784047
041;009;041;02;looking_around;0.908129;1.000000;0.231608
041;009;041;02;looking_around_with_occlusion;0.883090;1.000000;0.062002
041;021;021;01;frontal_gaze;0.999999;1.000000;0.999981
041;021;021;01;looking_around;0.998509;1.000000;0.957848
041;021;021;01;looking_around_with_occlusion;0.999638;1.000000;0.991178
041;021;021;02;frontal_gaze;0.999800;1.000000;0.990857
041;021;021;02;looking_around;0.997816;1.000000;0.970833
041;021;021;02;looking_around_with_occlusion;0.998287;1.000000;0.971433
041;021;041;01;frontal_gaze;0.999260;1.000000;0.991025
041;021;041;01;looking_around;0.999381;1.000000;0.987040
041;021;041;01;looking_around_with_occlusion;0.994381;1.000000;0.898259
041;021;041;02;frontal_gaze;0.998960;1.000000;0.963192
041;021;041;02;looking_around;0.999711;1.000000;0.992462
041;021;041;02;looking_around_with_occlusion;0.998997;1.000000;0.975283
041;031;031;01;frontal_gaze;0.976269;1.000000;0.735052
041;031;031;01;looking_around;0.990430;0.999999;0.897451
041;031;031;01;looking_around_with_occlusion;0.988736;1.000000;0.910142
041;031;031;02;frontal_gaze;0.999472;1.000000;0.992286
041;031;031;02;looking_around;0.999341;1.000000;0.986711
041;031;031;02;looking_around_with_occlusion;0.989946;1.000000;0.785710
041;031;041;01;frontal_gaze;0.990014;1.000000;0.884243
041;031;041;01;looking_around;0.991520;1.000000;0.895635
041;031;041;01;looking_around_with_occlusion;0.966852;1.000000;0.535990
041;031;041;02;frontal_gaze;0.995661;1.000000;0.914898
041;031;041;02;looking_around;0.996645;1.000000;0.959546
041;031;041;02;looking_around_with_occlusion;0.987955;1.000000;0.627018
041;033;033;01;frontal_gaze;0.944360;0.995351;0.682182
041;033;033;01;looking_around;0.980861;1.000000;0.788431
041;033;033;01;looking_around_with_occlusion;0.983963;1.000000;0.885331
041;033;033;02;frontal_gaze;0.965612;1.000000;0.819691
041;033;033;02;looking_around;0.979325;1.000000;0.859656
041;033;033;02;looking_around_with_occlusion;0.959009;1.000000;0.458576
041;033;041;01;frontal_gaze;0.989830;0.999999;0.919439
041;033;041;01;looking_around;0.990692;1.000000;0.905174
041;033;041;01;looking_around_with_occlusion;0.975411;1.000000;0.704142
041;033;041;02;frontal_gaze;0.994205;1.000000;0.915121
041;033;041;02;looking_around;0.993116;1.000000;0.929993
041;033;041;02;looking_around_with_occlusion;0.988663;1.000000;0.782537
041;043;041;01;frontal_gaze;0.947459;0.999999;0.391416
041;043;041;01;looking_around;0.968024;1.000000;0.666523
041;043;041;01;looking_around_with_occlusion;0.913673;1.000000;0.228635
041;043;041;02;frontal_gaze;0.974501;0.999999;0.548228
041;043;041;02;looking_around;0.977407;1.000000;0.714396
041;043;041;02;looking_around_with_occlusion;0.959678;1.000000;0.294586
041;043;043;01;frontal_gaze;0.904141;0.999993;0.224607
041;043;043;01;looking_around;0.950119;1.000000;0.500000
041;043;043;01;looking_around_with_occlusion;0.972334;1.000000;0.607170
041;043;043;02;frontal_gaze;0.985762;1.000000;0.866052
041;043;043;02;looking_around;0.981837;1.000000;0.606050
041;043;043;02;looking_around_with_occlusion;0.998384;1.000000;0.949434
041;050;041;01;frontal_gaze;0.983340;1.000000;0.872471
041;050;041;01;looking_around;0.958351;1.000000;0.500000
